filtered_idx,split,original_idx,V.SUM.TOTAL,P.SUM.TOTAL,y_victim,y_perpetration,y_overlap
1735,train,1735,1.0,0.0,1,0,0
1736,train,1736,0.0,0.0,0,0,0
1738,train,1738,0.0,0.0,0,0,0
1739,train,1739,1.0,0.0,1,0,0
1740,train,1740,7.0,2.0,1,1,1
1741,train,1741,0.0,0.0,0,0,0
1742,train,1742,0.0,0.0,0,0,0
1743,train,1743,0.0,1.0,0,1,0
1744,train,1744,8.0,1.0,1,1,1
1745,train,1745,0.0,0.0,0,0,0
1747,train,1747,0.0,0.0,0,0,0
1749,train,1749,10.0,1.0,1,1,1
1750,train,1750,0.0,0.0,0,0,0
1751,train,1751,5.0,0.0,1,0,0
1753,train,1753,0.0,0.0,0,0,0
1755,train,1755,2.0,0.0,1,0,0
1757,train,1757,13.0,21.0,1,1,1
1758,train,1758,6.0,0.0,1,0,0
1759,train,1759,1.0,0.0,1,0,0
1760,train,1760,0.0,0.0,0,0,0
1763,train,1763,0.0,0.0,0,0,0
1765,train,1765,0.0,0.0,0,0,0
1767,train,1767,0.0,0.0,0,0,0
1768,train,1768,0.0,4.0,0,1,0
1769,train,1769,1.0,0.0,1,0,0
1771,train,1771,0.0,0.0,0,0,0
1772,train,1772,9.0,3.0,1,1,1
1773,train,1773,0.0,0.0,0,0,0
1774,train,1774,0.0,0.0,0,0,0
1778,train,1778,3.0,0.0,1,0,0
1779,train,1779,1.0,0.0,1,0,0
1780,train,1780,2.0,3.0,1,1,1
1781,train,1781,2.0,0.0,1,0,0
1782,train,1782,0.0,0.0,0,0,0
1783,train,1783,1.0,0.0,1,0,0
1784,train,1784,1.0,0.0,1,0,0
1785,train,1785,0.0,0.0,0,0,0
1786,train,1786,0.0,0.0,0,0,0
1787,train,1787,0.0,0.0,0,0,0
1788,train,1788,0.0,0.0,0,0,0
1789,train,1789,1.0,10.0,1,1,1
1790,train,1790,3.0,0.0,1,0,0
1791,train,1791,3.0,1.0,1,1,1
1792,train,1792,0.0,0.0,0,0,0
1793,train,1793,3.0,0.0,1,0,0
1794,train,1794,0.0,0.0,0,0,0
1795,train,1795,1.0,0.0,1,0,0
1797,train,1797,6.0,2.0,1,1,1
1798,train,1798,0.0,0.0,0,0,0
1799,train,1799,1.0,0.0,1,0,0
1800,train,1800,17.0,17.0,1,1,1
1801,train,1801,0.0,0.0,0,0,0
1803,train,1803,4.0,0.0,1,0,0
1804,train,1804,0.0,0.0,0,0,0
1805,train,1805,1.0,0.0,1,0,0
1806,train,1806,1.0,0.0,1,0,0
1807,train,1807,0.0,0.0,0,0,0
1808,train,1808,0.0,0.0,0,0,0
1809,train,1809,0.0,0.0,0,0,0
1810,train,1810,1.0,0.0,1,0,0
1812,train,1812,0.0,0.0,0,0,0
1813,train,1813,4.0,1.0,1,1,1
1815,train,1815,3.0,0.0,1,0,0
1816,train,1816,0.0,0.0,0,0,0
1817,train,1817,8.0,0.0,1,0,0
1820,train,1820,2.0,0.0,1,0,0
1821,train,1821,1.0,0.0,1,0,0
1822,train,1822,0.0,0.0,0,0,0
1824,train,1824,0.0,0.0,0,0,0
1825,train,1825,0.0,0.0,0,0,0
1826,train,1826,1.0,0.0,1,0,0
1827,train,1827,0.0,0.0,0,0,0
1829,train,1829,0.0,0.0,0,0,0
1830,train,1830,0.0,0.0,0,0,0
1831,train,1831,2.0,0.0,1,0,0
1834,train,1834,0.0,0.0,0,0,0
1836,train,1836,0.0,0.0,0,0,0
1838,train,1838,0.0,1.0,0,1,0
1839,train,1839,0.0,4.0,0,1,0
1840,train,1840,0.0,0.0,0,0,0
1842,train,1842,7.0,0.0,1,0,0
1843,train,1843,0.0,0.0,0,0,0
1844,train,1844,2.0,0.0,1,0,0
1846,train,1846,1.0,1.0,1,1,1
1848,train,1848,19.0,3.0,1,1,1
1850,train,1850,0.0,0.0,0,0,0
1854,train,1854,0.0,0.0,0,0,0
1856,train,1856,0.0,0.0,0,0,0
1857,train,1857,0.0,0.0,0,0,0
1858,train,1858,0.0,0.0,0,0,0
1859,train,1859,0.0,0.0,0,0,0
1860,train,1860,2.0,0.0,1,0,0
1861,train,1861,0.0,0.0,0,0,0
1862,train,1862,0.0,0.0,0,0,0
1863,train,1863,1.0,0.0,1,0,0
1864,train,1864,0.0,1.0,0,1,0
1865,train,1865,0.0,0.0,0,0,0
1866,train,1866,0.0,0.0,0,0,0
1867,train,1867,0.0,0.0,0,0,0
1868,train,1868,0.0,1.0,0,1,0
1869,train,1869,0.0,0.0,0,0,0
1870,train,1870,0.0,0.0,0,0,0
1871,train,1871,0.0,0.0,0,0,0
1874,train,1874,0.0,0.0,0,0,0
1876,train,1876,0.0,0.0,0,0,0
1877,train,1877,1.0,0.0,1,0,0
1878,train,1878,0.0,0.0,0,0,0
1879,train,1879,0.0,0.0,0,0,0
1881,train,1881,0.0,0.0,0,0,0
1882,train,1882,0.0,0.0,0,0,0
1884,train,1884,0.0,0.0,0,0,0
1886,train,1886,1.0,0.0,1,0,0
1887,train,1887,0.0,0.0,0,0,0
1888,train,1888,0.0,0.0,0,0,0
1889,train,1889,1.0,0.0,1,0,0
1890,train,1890,0.0,0.0,0,0,0
1891,train,1891,0.0,0.0,0,0,0
1892,train,1892,0.0,0.0,0,0,0
1895,train,1895,2.0,0.0,1,0,0
1896,train,1896,0.0,0.0,0,0,0
1897,train,1897,0.0,0.0,0,0,0
1898,train,1898,1.0,0.0,1,0,0
1899,train,1899,5.0,0.0,1,0,0
1900,train,1900,0.0,0.0,0,0,0
1901,train,1901,0.0,0.0,0,0,0
1902,train,1902,0.0,0.0,0,0,0
1904,train,1904,4.0,1.0,1,1,1
1905,train,1905,1.0,0.0,1,0,0
1907,train,1907,6.0,0.0,1,0,0
1908,train,1908,1.0,0.0,1,0,0
1910,train,1910,3.0,0.0,1,0,0
1911,train,1911,0.0,0.0,0,0,0
1913,train,1913,0.0,0.0,0,0,0
1914,train,1914,6.0,0.0,1,0,0
1915,train,1915,0.0,0.0,0,0,0
1918,train,1918,0.0,0.0,0,0,0
1920,train,1920,7.0,0.0,1,0,0
1921,train,1921,0.0,0.0,0,0,0
1922,train,1922,3.0,0.0,1,0,0
1923,train,1923,7.0,2.0,1,1,1
1924,train,1924,1.0,0.0,1,0,0
1925,train,1925,5.0,0.0,1,0,0
1926,train,1926,0.0,0.0,0,0,0
1927,train,1927,0.0,0.0,0,0,0
1928,train,1928,0.0,0.0,0,0,0
1929,train,1929,0.0,0.0,0,0,0
1930,train,1930,0.0,0.0,0,0,0
1931,train,1931,1.0,2.0,1,1,1
1933,train,1933,0.0,0.0,0,0,0
1934,train,1934,2.0,0.0,1,0,0
1935,train,1935,0.0,0.0,0,0,0
1936,train,1936,1.0,0.0,1,0,0
1937,train,1937,0.0,0.0,0,0,0
1938,train,1938,9.0,0.0,1,0,0
1939,train,1939,1.0,0.0,1,0,0
1940,train,1940,0.0,0.0,0,0,0
1942,train,1942,2.0,0.0,1,0,0
1945,train,1945,1.0,0.0,1,0,0
1946,train,1946,1.0,0.0,1,0,0
1949,train,1949,0.0,0.0,0,0,0
1950,train,1950,0.0,0.0,0,0,0
1952,train,1952,0.0,0.0,0,0,0
1953,train,1953,0.0,0.0,0,0,0
1957,train,1957,3.0,2.0,1,1,1
1958,train,1958,0.0,0.0,0,0,0
1959,train,1959,4.0,0.0,1,0,0
1960,train,1960,0.0,0.0,0,0,0
1961,train,1961,1.0,1.0,1,1,1
1962,train,1962,0.0,0.0,0,0,0
1963,train,1963,0.0,0.0,0,0,0
1964,train,1964,0.0,0.0,0,0,0
1966,train,1966,3.0,0.0,1,0,0
1967,train,1967,0.0,0.0,0,0,0
1968,train,1968,2.0,0.0,1,0,0
1969,train,1969,7.0,1.0,1,1,1
1970,train,1970,2.0,0.0,1,0,0
1971,train,1971,4.0,0.0,1,0,0
1972,train,1972,5.0,0.0,1,0,0
1973,train,1973,0.0,1.0,0,1,0
1974,train,1974,0.0,0.0,0,0,0
1975,train,1975,0.0,0.0,0,0,0
1978,train,1978,8.0,5.0,1,1,1
1979,train,1979,9.0,3.0,1,1,1
1980,train,1980,5.0,2.0,1,1,1
1981,train,1981,2.0,4.0,1,1,1
1982,train,1982,12.0,1.0,1,1,1
1983,train,1983,0.0,0.0,0,0,0
1984,train,1984,8.0,0.0,1,0,0
1986,train,1986,0.0,0.0,0,0,0
1989,train,1989,0.0,0.0,0,0,0
1990,train,1990,0.0,0.0,0,0,0
1991,train,1991,0.0,0.0,0,0,0
1992,train,1992,0.0,0.0,0,0,0
1993,train,1993,0.0,0.0,0,0,0
1994,train,1994,0.0,0.0,0,0,0
1996,train,1996,0.0,0.0,0,0,0
2000,train,2000,0.0,1.0,0,1,0
2001,train,2001,0.0,0.0,0,0,0
2002,train,2002,0.0,0.0,0,0,0
2003,train,2003,0.0,0.0,0,0,0
2004,train,2004,0.0,0.0,0,0,0
2005,train,2005,1.0,0.0,1,0,0
2006,train,2006,0.0,0.0,0,0,0
2009,train,2009,2.0,3.0,1,1,1
2011,train,2011,2.0,2.0,1,1,1
2013,train,2013,0.0,0.0,0,0,0
2014,train,2014,1.0,0.0,1,0,0
2015,train,2015,0.0,0.0,0,0,0
2018,train,2018,0.0,0.0,0,0,0
2019,train,2019,0.0,0.0,0,0,0
2020,train,2020,0.0,0.0,0,0,0
2021,train,2021,1.0,0.0,1,0,0
2022,train,2022,1.0,0.0,1,0,0
2024,train,2024,0.0,0.0,0,0,0
2025,train,2025,0.0,0.0,0,0,0
2026,train,2026,1.0,1.0,1,1,1
2027,train,2027,0.0,0.0,0,0,0
2028,train,2028,0.0,0.0,0,0,0
2029,train,2029,0.0,0.0,0,0,0
2030,train,2030,0.0,0.0,0,0,0
2031,train,2031,0.0,1.0,0,1,0
2032,train,2032,0.0,0.0,0,0,0
2033,train,2033,1.0,0.0,1,0,0
2034,train,2034,0.0,0.0,0,0,0
2035,train,2035,0.0,0.0,0,0,0
2036,train,2036,3.0,0.0,1,0,0
2037,train,2037,1.0,0.0,1,0,0
2038,train,2038,0.0,1.0,0,1,0
2039,train,2039,0.0,0.0,0,0,0
2040,train,2040,0.0,0.0,0,0,0
2041,train,2041,1.0,1.0,1,1,1
2042,train,2042,1.0,0.0,1,0,0
2043,train,2043,0.0,0.0,0,0,0
2045,train,2045,1.0,0.0,1,0,0
2046,train,2046,0.0,0.0,0,0,0
2047,train,2047,1.0,2.0,1,1,1
2048,train,2048,2.0,0.0,1,0,0
2050,train,2050,0.0,0.0,0,0,0
2052,train,2052,0.0,0.0,0,0,0
2053,train,2053,0.0,0.0,0,0,0
2054,train,2054,1.0,2.0,1,1,1
2057,train,2057,0.0,0.0,0,0,0
2059,train,2059,0.0,0.0,0,0,0
2060,train,2060,3.0,3.0,1,1,1
2062,train,2062,1.0,1.0,1,1,1
2063,train,2063,1.0,0.0,1,0,0
2065,train,2065,0.0,1.0,0,1,0
2066,train,2066,1.0,1.0,1,1,1
2070,train,2070,0.0,0.0,0,0,0
2073,train,2073,0.0,1.0,0,1,0
2074,train,2074,18.0,9.0,1,1,1
2075,train,2075,1.0,0.0,1,0,0
2077,train,2077,1.0,0.0,1,0,0
2078,train,2078,6.0,3.0,1,1,1
2080,train,2080,0.0,0.0,0,0,0
2081,train,2081,0.0,0.0,0,0,0
2083,train,2083,2.0,0.0,1,0,0
2085,train,2085,0.0,0.0,0,0,0
2087,train,2087,1.0,0.0,1,0,0
2088,train,2088,1.0,0.0,1,0,0
2089,train,2089,0.0,0.0,0,0,0
2090,train,2090,0.0,0.0,0,0,0
2091,train,2091,0.0,0.0,0,0,0
2092,train,2092,0.0,0.0,0,0,0
2093,train,2093,8.0,1.0,1,1,1
2094,train,2094,0.0,0.0,0,0,0
2095,train,2095,2.0,0.0,1,0,0
2096,train,2096,0.0,0.0,0,0,0
2097,train,2097,0.0,1.0,0,1,0
2101,train,2101,1.0,0.0,1,0,0
2102,train,2102,5.0,0.0,1,0,0
2103,train,2103,0.0,0.0,0,0,0
2104,train,2104,0.0,0.0,0,0,0
2106,train,2106,1.0,1.0,1,1,1
2109,train,2109,0.0,0.0,0,0,0
2110,train,2110,2.0,0.0,1,0,0
2111,train,2111,0.0,0.0,0,0,0
2112,train,2112,0.0,0.0,0,0,0
2113,train,2113,0.0,1.0,0,1,0
2114,train,2114,2.0,3.0,1,1,1
2115,train,2115,0.0,0.0,0,0,0
2118,train,2118,1.0,0.0,1,0,0
2119,train,2119,0.0,1.0,0,1,0
2120,train,2120,1.0,0.0,1,0,0
2121,train,2121,0.0,0.0,0,0,0
2122,train,2122,0.0,0.0,0,0,0
2123,train,2123,0.0,0.0,0,0,0
2127,train,2127,20.0,11.0,1,1,1
2128,train,2128,3.0,1.0,1,1,1
2129,train,2129,0.0,0.0,0,0,0
2130,train,2130,0.0,0.0,0,0,0
2131,train,2131,0.0,0.0,0,0,0
2132,train,2132,0.0,0.0,0,0,0
2137,train,2137,0.0,0.0,0,0,0
2138,train,2138,0.0,0.0,0,0,0
2139,train,2139,0.0,0.0,0,0,0
2141,train,2141,1.0,0.0,1,0,0
2142,train,2142,2.0,0.0,1,0,0
2143,train,2143,0.0,0.0,0,0,0
2144,train,2144,7.0,4.0,1,1,1
2145,train,2145,1.0,1.0,1,1,1
2146,train,2146,0.0,0.0,0,0,0
2148,train,2148,0.0,0.0,0,0,0
2149,train,2149,1.0,0.0,1,0,0
2151,train,2151,3.0,0.0,1,0,0
2153,train,2153,3.0,1.0,1,1,1
2154,train,2154,1.0,0.0,1,0,0
2155,train,2155,0.0,0.0,0,0,0
2156,train,2156,0.0,0.0,0,0,0
2157,train,2157,0.0,0.0,0,0,0
2158,train,2158,0.0,0.0,0,0,0
2160,train,2160,7.0,1.0,1,1,1
2161,train,2161,0.0,0.0,0,0,0
2162,train,2162,15.0,0.0,1,0,0
2165,train,2165,0.0,0.0,0,0,0
2167,train,2167,0.0,0.0,0,0,0
2168,train,2168,3.0,3.0,1,1,1
2169,train,2169,1.0,0.0,1,0,0
2170,train,2170,0.0,0.0,0,0,0
2171,train,2171,0.0,0.0,0,0,0
2172,train,2172,0.0,0.0,0,0,0
2173,train,2173,3.0,0.0,1,0,0
2174,train,2174,0.0,1.0,0,1,0
2176,train,2176,0.0,0.0,0,0,0
2177,train,2177,0.0,0.0,0,0,0
2178,train,2178,0.0,0.0,0,0,0
2180,train,2180,0.0,0.0,0,0,0
2182,train,2182,6.0,2.0,1,1,1
2184,train,2184,0.0,0.0,0,0,0
2186,train,2186,3.0,0.0,1,0,0
2187,train,2187,0.0,1.0,0,1,0
2188,train,2188,3.0,3.0,1,1,1
2189,train,2189,7.0,0.0,1,0,0
2190,train,2190,4.0,2.0,1,1,1
2193,train,2193,0.0,0.0,0,0,0
2196,train,2196,1.0,0.0,1,0,0
2198,train,2198,3.0,1.0,1,1,1
2199,train,2199,0.0,0.0,0,0,0
2200,train,2200,8.0,1.0,1,1,1
2202,train,2202,1.0,0.0,1,0,0
2203,train,2203,7.0,0.0,1,0,0
2204,train,2204,4.0,0.0,1,0,0
2205,train,2205,0.0,0.0,0,0,0
2206,train,2206,0.0,0.0,0,0,0
2208,train,2208,0.0,0.0,0,0,0
2209,train,2209,0.0,0.0,0,0,0
2210,train,2210,1.0,1.0,1,1,1
2212,train,2212,0.0,2.0,0,1,0
2213,train,2213,0.0,1.0,0,1,0
2214,train,2214,0.0,0.0,0,0,0
2215,train,2215,0.0,0.0,0,0,0
2217,train,2217,1.0,0.0,1,0,0
2219,train,2219,0.0,0.0,0,0,0
2220,train,2220,0.0,0.0,0,0,0
2221,train,2221,0.0,0.0,0,0,0
2222,train,2222,0.0,0.0,0,0,0
2223,train,2223,0.0,0.0,0,0,0
2224,train,2224,0.0,0.0,0,0,0
2225,train,2225,2.0,1.0,1,1,1
2226,train,2226,0.0,0.0,0,0,0
2229,train,2229,0.0,0.0,0,0,0
2231,train,2231,0.0,0.0,0,0,0
2232,train,2232,0.0,0.0,0,0,0
2233,train,2233,0.0,0.0,0,0,0
2234,train,2234,0.0,0.0,0,0,0
2238,train,2238,0.0,2.0,0,1,0
2239,train,2239,0.0,0.0,0,0,0
2240,train,2240,1.0,0.0,1,0,0
2241,train,2241,0.0,0.0,0,0,0
2242,train,2242,0.0,0.0,0,0,0
2243,train,2243,0.0,0.0,0,0,0
2244,train,2244,0.0,0.0,0,0,0
2246,train,2246,0.0,0.0,0,0,0
2247,train,2247,0.0,1.0,0,1,0
2248,train,2248,0.0,0.0,0,0,0
2249,train,2249,1.0,0.0,1,0,0
2250,train,2250,1.0,0.0,1,0,0
2251,train,2251,0.0,0.0,0,0,0
2252,train,2252,2.0,0.0,1,0,0
2253,train,2253,0.0,0.0,0,0,0
2254,train,2254,1.0,0.0,1,0,0
2256,train,2256,0.0,0.0,0,0,0
2257,train,2257,3.0,1.0,1,1,1
2258,train,2258,4.0,0.0,1,0,0
2259,train,2259,0.0,0.0,0,0,0
2264,train,2264,2.0,0.0,1,0,0
2265,train,2265,11.0,0.0,1,0,0
2267,train,2267,0.0,0.0,0,0,0
2269,train,2269,1.0,2.0,1,1,1
2270,train,2270,1.0,0.0,1,0,0
2271,train,2271,2.0,0.0,1,0,0
2272,train,2272,3.0,0.0,1,0,0
2273,train,2273,0.0,0.0,0,0,0
2275,train,2275,1.0,0.0,1,0,0
2276,train,2276,4.0,5.0,1,1,1
2277,train,2277,3.0,1.0,1,1,1
2280,train,2280,0.0,0.0,0,0,0
2281,train,2281,0.0,0.0,0,0,0
2282,train,2282,0.0,0.0,0,0,0
2283,train,2283,0.0,0.0,0,0,0
2284,train,2284,0.0,1.0,0,1,0
2286,train,2286,0.0,0.0,0,0,0
2288,train,2288,3.0,1.0,1,1,1
2289,train,2289,0.0,1.0,0,1,0
2290,train,2290,5.0,0.0,1,0,0
2291,train,2291,0.0,1.0,0,1,0
2293,train,2293,1.0,2.0,1,1,1
2294,train,2294,0.0,0.0,0,0,0
2295,train,2295,0.0,0.0,0,0,0
2297,train,2297,4.0,1.0,1,1,1
2298,train,2298,0.0,0.0,0,0,0
2300,train,2300,9.0,0.0,1,0,0
2301,train,2301,4.0,0.0,1,0,0
2303,train,2303,1.0,0.0,1,0,0
2305,train,2305,1.0,0.0,1,0,0
2307,train,2307,0.0,0.0,0,0,0
2308,train,2308,0.0,0.0,0,0,0
2309,train,2309,1.0,0.0,1,0,0
2310,train,2310,0.0,0.0,0,0,0
2311,train,2311,0.0,0.0,0,0,0
2315,train,2315,0.0,0.0,0,0,0
2316,train,2316,1.0,0.0,1,0,0
2317,train,2317,0.0,0.0,0,0,0
2318,train,2318,0.0,0.0,0,0,0
2320,train,2320,2.0,0.0,1,0,0
2322,train,2322,8.0,0.0,1,0,0
2323,train,2323,6.0,1.0,1,1,1
2325,train,2325,0.0,0.0,0,0,0
2326,train,2326,0.0,0.0,0,0,0
2327,train,2327,0.0,0.0,0,0,0
2328,train,2328,0.0,0.0,0,0,0
2329,train,2329,8.0,1.0,1,1,1
2330,train,2330,0.0,0.0,0,0,0
2332,train,2332,0.0,0.0,0,0,0
2334,train,2334,0.0,0.0,0,0,0
2335,train,2335,0.0,0.0,0,0,0
2337,train,2337,0.0,0.0,0,0,0
2338,train,2338,0.0,0.0,0,0,0
2339,train,2339,0.0,0.0,0,0,0
2340,train,2340,0.0,0.0,0,0,0
2341,train,2341,2.0,0.0,1,0,0
2342,train,2342,0.0,0.0,0,0,0
2343,train,2343,5.0,0.0,1,0,0
2344,train,2344,1.0,0.0,1,0,0
2346,train,2346,3.0,0.0,1,0,0
2347,train,2347,0.0,0.0,0,0,0
2348,train,2348,0.0,0.0,0,0,0
2349,train,2349,0.0,0.0,0,0,0
2351,train,2351,2.0,0.0,1,0,0
2352,train,2352,4.0,0.0,1,0,0
2353,train,2353,5.0,3.0,1,1,1
2354,train,2354,2.0,0.0,1,0,0
2355,train,2355,2.0,0.0,1,0,0
2359,train,2359,0.0,0.0,0,0,0
2360,train,2360,0.0,0.0,0,0,0
2361,train,2361,0.0,0.0,0,0,0
2363,train,2363,4.0,3.0,1,1,1
2364,train,2364,0.0,0.0,0,0,0
2366,train,2366,9.0,1.0,1,1,1
2369,train,2369,0.0,0.0,0,0,0
2370,train,2370,0.0,0.0,0,0,0
2371,train,2371,0.0,0.0,0,0,0
2372,train,2372,0.0,0.0,0,0,0
2373,train,2373,0.0,0.0,0,0,0
2374,train,2374,2.0,0.0,1,0,0
2375,train,2375,10.0,0.0,1,0,0
2377,train,2377,1.0,0.0,1,0,0
2379,train,2379,1.0,0.0,1,0,0
2380,train,2380,1.0,0.0,1,0,0
2381,train,2381,0.0,0.0,0,0,0
2383,train,2383,0.0,0.0,0,0,0
2384,train,2384,0.0,0.0,0,0,0
2385,train,2385,6.0,0.0,1,0,0
2386,train,2386,0.0,1.0,0,1,0
2387,train,2387,1.0,1.0,1,1,1
2389,train,2389,1.0,0.0,1,0,0
2390,train,2390,4.0,1.0,1,1,1
2391,train,2391,8.0,0.0,1,0,0
2394,train,2394,8.0,1.0,1,1,1
2395,train,2395,0.0,0.0,0,0,0
2397,train,2397,1.0,0.0,1,0,0
2398,train,2398,0.0,0.0,0,0,0
2399,train,2399,0.0,0.0,0,0,0
2402,train,2402,9.0,8.0,1,1,1
2403,train,2403,2.0,1.0,1,1,1
2407,train,2407,0.0,0.0,0,0,0
2408,train,2408,0.0,0.0,0,0,0
2409,train,2409,0.0,0.0,0,0,0
2411,train,2411,1.0,1.0,1,1,1
2412,train,2412,2.0,0.0,1,0,0
2413,train,2413,3.0,0.0,1,0,0
2414,train,2414,3.0,0.0,1,0,0
2415,train,2415,4.0,7.0,1,1,1
2416,train,2416,1.0,0.0,1,0,0
2418,train,2418,0.0,0.0,0,0,0
2421,train,2421,4.0,2.0,1,1,1
2424,train,2424,0.0,0.0,0,0,0
2426,train,2426,0.0,0.0,0,0,0
2427,train,2427,0.0,0.0,0,0,0
2428,train,2428,0.0,0.0,0,0,0
2429,train,2429,1.0,1.0,1,1,1
2431,train,2431,1.0,0.0,1,0,0
2433,train,2433,0.0,0.0,0,0,0
2434,train,2434,0.0,0.0,0,0,0
2435,train,2435,2.0,0.0,1,0,0
2437,train,2437,0.0,0.0,0,0,0
2438,train,2438,0.0,0.0,0,0,0
2439,train,2439,0.0,0.0,0,0,0
2441,train,2441,0.0,0.0,0,0,0
2442,train,2442,1.0,0.0,1,0,0
2443,train,2443,0.0,0.0,0,0,0
2444,train,2444,4.0,0.0,1,0,0
2445,train,2445,0.0,0.0,0,0,0
2448,train,2448,6.0,3.0,1,1,1
2451,train,2451,0.0,0.0,0,0,0
2452,train,2452,5.0,1.0,1,1,1
2453,train,2453,0.0,0.0,0,0,0
2454,train,2454,0.0,0.0,0,0,0
2455,train,2455,4.0,3.0,1,1,1
2456,train,2456,1.0,0.0,1,0,0
2460,train,2460,0.0,1.0,0,1,0
2461,train,2461,1.0,0.0,1,0,0
2462,train,2462,1.0,1.0,1,1,1
2464,train,2464,0.0,0.0,0,0,0
2465,train,2465,2.0,1.0,1,1,1
2466,train,2466,1.0,0.0,1,0,0
2467,train,2467,0.0,0.0,0,0,0
2468,train,2468,0.0,0.0,0,0,0
2470,train,2470,0.0,0.0,0,0,0
2471,train,2471,5.0,0.0,1,0,0
2472,train,2472,0.0,0.0,0,0,0
2473,train,2473,1.0,1.0,1,1,1
2474,train,2474,2.0,0.0,1,0,0
2475,train,2475,0.0,0.0,0,0,0
2476,train,2476,3.0,0.0,1,0,0
2478,train,2478,2.0,0.0,1,0,0
2479,train,2479,3.0,0.0,1,0,0
2480,train,2480,0.0,0.0,0,0,0
2481,train,2481,2.0,1.0,1,1,1
2482,train,2482,0.0,0.0,0,0,0
2483,train,2483,0.0,0.0,0,0,0
2484,train,2484,3.0,1.0,1,1,1
2486,train,2486,1.0,0.0,1,0,0
2487,train,2487,0.0,0.0,0,0,0
2488,train,2488,2.0,1.0,1,1,1
2489,train,2489,0.0,0.0,0,0,0
2490,train,2490,7.0,1.0,1,1,1
2491,train,2491,0.0,0.0,0,0,0
2493,train,2493,2.0,1.0,1,1,1
2494,train,2494,2.0,0.0,1,0,0
2495,train,2495,0.0,0.0,0,0,0
2498,train,2498,0.0,0.0,0,0,0
2499,train,2499,2.0,3.0,1,1,1
2501,train,2501,5.0,1.0,1,1,1
2502,train,2502,3.0,4.0,1,1,1
2503,train,2503,4.0,0.0,1,0,0
2504,train,2504,0.0,0.0,0,0,0
2505,train,2505,0.0,0.0,0,0,0
2506,train,2506,1.0,0.0,1,0,0
2507,train,2507,2.0,0.0,1,0,0
2508,train,2508,1.0,0.0,1,0,0
2509,train,2509,1.0,0.0,1,0,0
2510,train,2510,0.0,0.0,0,0,0
2511,train,2511,0.0,0.0,0,0,0
2512,train,2512,0.0,0.0,0,0,0
2513,train,2513,6.0,0.0,1,0,0
2514,train,2514,3.0,2.0,1,1,1
2515,train,2515,0.0,0.0,0,0,0
2516,train,2516,0.0,0.0,0,0,0
2517,train,2517,1.0,2.0,1,1,1
2518,train,2518,3.0,1.0,1,1,1
2520,train,2520,3.0,2.0,1,1,1
2521,train,2521,1.0,1.0,1,1,1
2524,train,2524,0.0,0.0,0,0,0
2525,train,2525,2.0,0.0,1,0,0
2526,train,2526,0.0,0.0,0,0,0
2529,train,2529,6.0,0.0,1,0,0
2531,train,2531,2.0,0.0,1,0,0
2532,train,2532,0.0,0.0,0,0,0
2535,train,2535,0.0,0.0,0,0,0
2536,train,2536,0.0,0.0,0,0,0
2537,train,2537,2.0,0.0,1,0,0
2538,train,2538,3.0,0.0,1,0,0
2539,train,2539,1.0,0.0,1,0,0
2540,train,2540,0.0,0.0,0,0,0
2541,train,2541,0.0,0.0,0,0,0
2543,train,2543,0.0,0.0,0,0,0
2544,train,2544,1.0,0.0,1,0,0
2545,train,2545,1.0,0.0,1,0,0
2546,train,2546,1.0,1.0,1,1,1
2547,train,2547,13.0,3.0,1,1,1
2548,train,2548,0.0,0.0,0,0,0
2549,train,2549,0.0,0.0,0,0,0
2550,train,2550,0.0,2.0,0,1,0
2551,train,2551,1.0,0.0,1,0,0
2555,train,2555,9.0,2.0,1,1,1
2556,train,2556,1.0,0.0,1,0,0
2558,train,2558,7.0,1.0,1,1,1
2560,train,2560,0.0,0.0,0,0,0
2561,train,2561,0.0,0.0,0,0,0
2562,train,2562,0.0,0.0,0,0,0
2564,train,2564,0.0,1.0,0,1,0
2565,train,2565,0.0,0.0,0,0,0
2566,train,2566,0.0,0.0,0,0,0
2567,train,2567,0.0,0.0,0,0,0
2568,train,2568,0.0,0.0,0,0,0
2569,train,2569,0.0,0.0,0,0,0
2572,train,2572,0.0,0.0,0,0,0
2573,train,2573,0.0,1.0,0,1,0
2574,train,2574,0.0,0.0,0,0,0
2575,train,2575,2.0,0.0,1,0,0
2576,train,2576,1.0,0.0,1,0,0
2578,train,2578,0.0,0.0,0,0,0
2582,train,2582,0.0,0.0,0,0,0
2583,train,2583,0.0,0.0,0,0,0
2584,train,2584,0.0,0.0,0,0,0
2585,train,2585,5.0,0.0,1,0,0
2586,train,2586,0.0,0.0,0,0,0
2588,train,2588,0.0,0.0,0,0,0
2590,train,2590,7.0,0.0,1,0,0
2591,train,2591,0.0,0.0,0,0,0
2592,train,2592,0.0,0.0,0,0,0
2594,train,2594,0.0,0.0,0,0,0
2595,train,2595,1.0,0.0,1,0,0
2596,train,2596,6.0,1.0,1,1,1
2597,train,2597,0.0,0.0,0,0,0
2598,train,2598,0.0,0.0,0,0,0
2599,train,2599,0.0,0.0,0,0,0
2600,train,2600,0.0,0.0,0,0,0
2603,train,2603,0.0,0.0,0,0,0
2604,train,2604,3.0,0.0,1,0,0
2605,train,2605,0.0,0.0,0,0,0
2606,train,2606,0.0,0.0,0,0,0
